2015,Best Actor,Bryan Cranston,Trumbo,0,
2015,Best Actor,Matt Damon,The Martian,0,
2015,Best Actor,Leonardo Dicaprio,The Revenant,0,
2015,Best Actor,Michael Fassbender,Steve Jobs,0,
2015,Best Actor,Eddie Redmayne,The Danish Girl,0,
2015,Best Actress,Cate Blanchett,Carol,0,
2015,Best Actress,Brie Larson,Room,0,
2015,Best Actress,Jennifer Lawrence,Joy,0,
2015,Best Actress,Charlotte Rampling,45 Years,0,
2015,Best Actress,Saoirse Ronan,Brooklyn,0,
2015,Best Supporting Actor,Christian Bale,The Big Short,0,
2015,Best Supporting Actor,Tom Hardy,The Revenant,0,
2015,Best Supporting Actor,Mark Ruffalo,Spotlight,0,
2015,Best Supporting Actor,Mark Rylance,Bridge of Spies,0,
2015,Best Supporting Actor,Sylvester Stallone,Creed,0,
2015,Best Supporting Actress,Jennifer Jason Leigh,The Hateful Eight,0,
2015,Best Supporting Actress,Rooney Mara,Carol,0,
2015,Best Supporting Actress,Rachel McAdams,Spotlight,0,
2015,Best Supporting Actress,Alicia Vikander,The Danish Girl,0,
2015,Best Supporting Actress,Kate Winslet,Steve Jobs,0,
2015,Best Cinematography,Ed Lachman,Carol,0,
2015,Best Cinematography,Robert Richardson,The Hateful Eight,0,
2015,Best Cinematography,John Seale,Mad Max: Fury Road,0,
2015,Best Cinematography,Emmanuel Lubezki,The Revenant,0,
2015,Best Cinematography,Roger Deakins,Sicario,0,
2015,Best Director,Adam McKay,The Big Short,0,
2015,Best Director,George Miller,Mad Max: Fury Road,0,
2015,Best Director,Alejandro G. Inarritu,The Revenant,0,
2015,Best Director,Lenny Abrahamson,Room,0,
2015,Best Director,Tom McCarthy,Spotlight,0,
2015,Best Documentary,,Amy,0,
2015,Best Documentary,,Cartel Land,0,
2015,Best Documentary,,The Look of Silence,0,
2015,Best Documentary,,What Happened Miss Simone?,0,
2015,Best Documentary,,Winter on Fire: Ukraine's Fight for Freedom,0,
2015,Best Foreign Language Film,,Embrace of the Serpent,0,Colombia
2015,Best Foreign Language Film,,Mustang,0,France
2015,Best Foreign Language Film,,Son of Saul,0,Hungary
2015,Best Foreign Language Film,,Theeb,0,Jordan
2015,Best Foreign Language Film,,A War,0,Denmark
2015,Best Picture,,The Big Short,0,
2015,Best Picture,,Bridge of SPies,0,
2015,Best Picture,,Brooklyn,0,
2015,Best Picture,,Mad Max: Fury Road,0,
2015,Best Picture,,The Martian,0,
2015,Best Picture,,The Revenant,0,
2015,Best Picture,,Room,0,
2015,Best Picture,,Spotlight,0,
2015,Best Adapted Screenplay,Charles Randolph|Adam McKay,The Big Short,0,
2015,Best Adapted Screenplay,Nick Hornby,Brooklyn,0,
2015,Best Adapted Screenplay,Phyllis Nagy,Carol,0,
2015,Best Adapted Screenplay,Drew Goddard,The Martian,0,
2015,Best Adapted Screenplay,Emma Donoghue,Room,0,
2015,Best Original Screenplay,Matt Charman|Joel & Ethan Coen,Bridge of Spies,0,
2015,Best Original Screenplay,Alex Garland,Ex Machina,0,
2015,Best Original Screenplay,Pete Docter|Meg LeFauve|Josh Cooley|Ronnie del Carmen,Inside Out,0,
2015,Best Original Screenplay,Josh Singer|Tom McCarthy,Spotlight,0,
2015,Best Original Screenplay,Jonathan Herman|Andrea Berloff|S. Leigh Savidge|Alan Wenkus,Straight Outta Compton,0,
