2018;Best Actor;Christian Bale;Vice;0;
2018;Best Actor;Bradley Cooper;A Star is Born;0;
2018;Best Actor;Willem Dafoe;At Eternity's Gate;0;
2018;Best Actor;Rami Malek;Bohemian Rhapsody;1;
2018;Best Actor;Viggo Mortensen;Green Book;0;
2018;Best Actress;Yalitza Aparicio;Roma;0;
2018;Best Actress;Glenn Close;The Wife;0;
2018;Best Actress;Olivia Colman;The Favourite;1;
2018;Best Actress;Lady Gaga;A Star is Born;0;
2018;Best Actress;Melissa McCarthy;Can You Ever Forgive Me?;0;
2018;Best Supporting Actor;Mahershala Ali;Green Book;1;
2018;Best Supporting Actor;Adam Driver;BlacKkKlansman;0;
2018;Best Supporting Actor;Sam Elliott;A Star is Born;0;
2018;Best Supporting Actor;Richard E. Grant;Can You Ever Forgive Me?;0;
2018;Best Supporting Actor;Sam Rockwell;Vice;0;
2018;Best Supporting Actress;Amy Adams;Vice;0;
2018;Best Supporting Actress;Marina de Tavira;Roma;0;
2018;Best Supporting Actress;Regina King;If Beale Street Could Talk;1;
2018;Best Supporting Actress;Emma Stone;The Favourite;0;
2018;Best Supporting Actress;Rachel Weisz;The Favourite;0;
2018;Best Cinematography;Lukasz Zal;Cold War;0;
2018;Best Cinematography;Robbie Ryan;The Favourite;0;
2018;Best Cinematography;Caleb Deschanel;Never Look Away;0;
2018;Best Cinematography;Alfonso Cuaron;Roma;1;
2018;Best Cinematography;Matthew Libatique;A Star is Born;0;
2018;Best Director;Spike Lee;BlacKkKlansman;0;
2018;Best Director;Pawel Pawlikowski;Cold War;0;
2018;Best Director;Yorgos Lanthimos;The Favourite;0;
2018;Best Director;Alfonso Cuaron;Roma;1;
2018;Best Director;Adam McKay;Vice;0;
2018;Best Documentary;;Free Solo;1;
2018;Best Documentary;;Hale County This Morning, This Evening;0;
2018;Best Documentary;;Minding the Gap;0;
2018;Best Documentary;;Of Fathers and Sons;0;
2018;Best Documentary;;RBG;0;
2018;Best Foreign Language Film;;Capernaum;0;Lebanon
2018;Best Foreign Language Film;;Cold War;0;Poland
2018;Best Foreign Language Film;;Never Look Away;0;Germany
2018;Best Foreign Language Film;;Roma;1;Mexico
2018;Best Foreign Language Film;;Shoplifters;0;Japan
2018;Best Picture;;Black Panther;0;
2018;Best Picture;;BlacKkKlansman;0;
2018;Best Picture;;Bohemian Rhapsody;0;
2018;Best Picture;;The Favourite;0;
2018;Best Picture;;Green Book;1;
2018;Best Picture;;Roma;0;
2018;Best Picture;;A Star is Born;0;
2018;Best Picture;;Vice;0;
2018;Best Adapted Screenplay;Joel and Ethan Coen;The Ballad of Buster Scruggs;0;
2018;Best Adapted Screenplay;Charlie Wachtel|David Rabinowitz|Kevin Willmott|Spike Lee;BlacKkKlansman;1;
2018;Best Adapted Screenplay;Nicole Holofcener|Jeff Whitty;Can You Ever Forgive Me?;0;
2018;Best Adapted Screenplay;Barry Jenkins;If Beale Street Could Talk;0;
2018;Best Adapted Screenplay;Eric Roth|Bradley Cooper|Will Fetters;A Star is Born;0;
2018;Best Original Screenplay;Deborah Davis|Tony McNamara;The Favourite;0;
2018;Best Original Screenplay;Paul Schrader;First Reformed;0;
2018;Best Original Screenplay;Nick Vallelonga|Brian Currie|Peter Farrelly;Green Book;1;
2018;Best Original Screenplay;Alfonso Cuaron;Roma;0;
2018;Best Original Screenplay;Adam McKay;Vice;0;
2018;Best Animated Feature;;Incredibles 2;0;
2018;Best Animated Feature;;Isle of Dogs;0;
2018;Best Animated Feature;;Mirai;0;
2018;Best Animated Feature;;Ralph Breaks the Internet;0;
2018;Best Animated Feature;;Spider-Man: Into the Spider-Verse;1;
