2016;Best Actor;Casey Affleck;Manchester by the Sea;1;
2016;Best Actor;Denzel Washington;Fences;0;
2016;Best Actor;Andrew Garfield;Hacksaw Ridge;0;
2016;Best Actor;Ryan Gosling;La La Land;0;
2016;Best Actor;Viggo Mortensen;Captain Fantastic;0;
2016;Best Actress;Meryl Streep;Florence Foster Jenkins;0;
2016;Best Actress;Emma Stone;La La Land;1;
2016;Best Actress;Isabelle Huppert;Elle;0;
2016;Best Actress;Ruth Negga;Loving;0;
2016;Best Actress;Natalie Portman;Jackie;0;
2016;Best Supporting Actor;Jeff Bridges;Hell or High Water;0;
2016;Best Supporting Actor;Lucas Hedges;Manchester by the Sea;0;
2016;Best Supporting Actor;Dev Patel;Lion;0;
2016;Best Supporting Actor;Mahershala Ali;Moonlight;1;
2016;Best Supporting Actor;Michael Shannon;Nocturnal Animals;0;
2016;Best Supporting Actress;Naomi Harris;Moonlight;0;
2016;Best Supporting Actress;Nicole Kidman;Lion;0;
2016;Best Supporting Actress;Octavia Spencer;Hidden Figures;0;
2016;Best Supporting Actress;Viola Davis;Fences;1;
2016;Best Supporting Actress;Michelle Williams;Manchester by the Sea;0;
2016;Best Cinematography;Bradford Young;Arrival;0;
2016;Best Cinematography;Greig Fraser;Lion;0;
2016;Best Cinematography;James Laxton;Moonlight;0;
2016;Best Cinematography;Linus Sandgren;La La Land;1;
2016;Best Cinematography;Rodrigo Prieto;Silence;0;
2016;Best Director;Kenneth Lonergan;Manchester by the Sea;0;
2016;Best Director;Mel Gibson;Hacksaw Ridge;0;
2016;Best Director;Damien Chazelle;La La Land;1;
2016;Best Director;Denis Villeneuve;Arrival;0;
2016;Best Director;Barry Jenkins;Moonlight;0;
2016;Best Documentary;;O.J.: Made in America;1;
2016;Best Documentary;;Life, Animated;0;
2016;Best Documentary;;I am not Your Negro;0;
2016;Best Documentary;;Fire at Sea;0;
2016;Best Documentary;;13th;0;
2016;Best Foreign Language Film;;A Man Called Ove;0;Sweden
2016;Best Foreign Language Film;;Land of Mine;0;Denmark
2016;Best Foreign Language Film;;The Salesman;1;Iran
2016;Best Foreign Language Film;;Tanna;0;Australia
2016;Best Foreign Language Film;;Toni Erdmann;0;Germany
2016;Best Picture;;Manchester by the Sea;0;
2016;Best Picture;;Lion;0;
2016;Best Picture;;Hidden Figures;0;
2016;Best Picture;;Fences;0;
2016;Best Picture;;Hacksaw Ridge;0;
2016;Best Picture;;La La Land;0;
2016;Best Picture;;Arrival;0;
2016;Best Picture;;Moonlight;1;
2016;Best Adapted Screenplay;Barry Jenkins|Tarell Alvin McCraney;Moonlight;1;
2016;Best Adapted Screenplay;Eric Heisserer;Arrival;0;
2016;Best Adapted Screenplay;August Wilson;Fences;0;
2016;Best Adapted Screenplay;Allison Schroeder;Hidden Figures;0;
2016;Best Adapted Screenplay;Luke Davies;Lion;0;
2016;Best Original Screenplay;Taylor Sheridan;Hell or High Water;0;
2016;Best Original Screenplay;Damien Chazelle;La La Land;0;
2016;Best Original Screenplay;Yargos Lanthimos;The Lobster;0;
2016;Best Original Screenplay;Kenneth Lonergan;Manchester by the Sea;1;
2016;Best Original Screenplay;Mike Mills;20th Century Women;0;
