Year,Category,Nominee,Additional Info,Won?
1971,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Investigation of a Citizen Above Suspicion,"Elio Petri, Ugo Pirro",NO
1971,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Summer of '42,Herman Raucher,NO
1971,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Klute,"Andy Lewis, Dave Lewis",NO
1972,ACTOR,Marlon Brando,"The Godfather {Don Vito Corleone""}""",YES
1972,ACTOR,Paul Winfield,"Sounder {Nathan Lee Morgan""}""",NO
1972,ACTOR,Michael Caine,"Sleuth {Milo Tindale""}""",NO
1972,ACTOR,Peter O'Toole,"The Ruling Class {Jack, 14th Earl of Gurney""}""",NO
1972,ACTOR,Laurence Olivier,"Sleuth {Andrew Wyke""}""",NO
1972,ACTOR IN A SUPPORTING ROLE,James Caan,"The Godfather {Sonny Corleone""}""",NO
1972,ACTOR IN A SUPPORTING ROLE,Joel Grey,"Cabaret {The Master of Ceremonies""}""",YES
1972,ACTOR IN A SUPPORTING ROLE,Eddie Albert,"The Heartbreak Kid {Mr. Corcoran""}""",NO
1972,ACTOR IN A SUPPORTING ROLE,Al Pacino,"The Godfather {Michael Corleone""}""",NO
1972,ACTOR IN A SUPPORTING ROLE,Robert Duvall,"The Godfather {Tom Hagen""}""",NO
1972,ACTRESS,Liza Minnelli,"Cabaret {Sally Bowles""}""",YES
1972,ACTRESS,Diana Ross,"Lady Sings the Blues {Billie Holiday""}""",NO
1972,ACTRESS,Maggie Smith,"Travels with My Aunt {Aunt Augusta""}""",NO
1972,ACTRESS,Liv Ullmann,"The Emigrants {Kristina""}""",NO
1972,ACTRESS,Cicely Tyson,"Sounder {Rebecca Morgan""}""",NO
1972,ACTRESS IN A SUPPORTING ROLE,Susan Tyrrell,"Fat City {Oma""}""",NO
1972,ACTRESS IN A SUPPORTING ROLE,Shelley Winters,"The Poseidon Adventure {Belle Rosen""}""",NO
1972,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,"Pete 'n' Tillie {Gertrude""}""",NO
1972,ACTRESS IN A SUPPORTING ROLE,Eileen Heckart,"Butterflies Are Free {Mrs. Baker""}""",YES
1972,ACTRESS IN A SUPPORTING ROLE,Jeannie Berlin,"The Heartbreak Kid {Lila""}""",NO
1972,ART DIRECTION,Cabaret,"Art Direction: Rolf Zehetbauer, Jurgen Kiebach; Set Decoration: Herbert Strabel",YES
1972,ART DIRECTION,Lady Sings the Blues,Art Direction: Carl Anderson; Set Decoration: Reg Allen,NO
1972,ART DIRECTION,Young Winston,"Art Direction: Geoffrey Drake, Don Ashton, John Graysmark, William Hutchinson; Set Decoration: Peter James",NO
1972,ART DIRECTION,The Poseidon Adventure,Art Direction: William Creber; Set Decoration: Raphael Bretton,NO
1972,ART DIRECTION,Travels with My Aunt,"Art Direction: John Box, Gil Parrondo, Robert W. Laing",NO
1972,BEST PICTURE,Deliverance,"John Boorman, Producer",NO
1972,BEST PICTURE,Cabaret,"Cy Feuer, Producer",NO
1972,BEST PICTURE,Sounder,"Robert B. Radnitz, Producer",NO
1972,BEST PICTURE,The Emigrants,"Bengt Forslund, Producer",NO
1972,BEST PICTURE,The Godfather,"Albert S. Ruddy, Producer",YES
1972,CINEMATOGRAPHY,The Poseidon Adventure,Harold E. Stine,NO
1972,CINEMATOGRAPHY,Butterflies Are Free,Charles B. Lang,NO
1972,CINEMATOGRAPHY,Travels with My Aunt,Douglas Slocombe,NO
1972,CINEMATOGRAPHY,1776,"Harry Stradling, Jr.",NO
1972,CINEMATOGRAPHY,Cabaret,Geoffrey Unsworth,YES
1972,COSTUME DESIGN,The Godfather,Anna Hill Johnstone,NO
1972,COSTUME DESIGN,Young Winston,Anthony Mendleson,NO
1972,COSTUME DESIGN,The Poseidon Adventure,Paul Zastupnevich,NO
1972,COSTUME DESIGN,Lady Sings the Blues,"Bob Mackie, Ray Aghayan, Norma Koch",NO
1972,COSTUME DESIGN,Travels with My Aunt,Anthony Powell,YES
1972,DIRECTING,Sleuth,Joseph L. Mankiewicz,NO
1972,DIRECTING,The Emigrants,Jan Troell,NO
1972,DIRECTING,The Godfather,Francis Ford Coppola,NO
1972,DIRECTING,Cabaret,Bob Fosse,YES
1972,DIRECTING,Deliverance,John Boorman,NO
1972,DOCUMENTARY (Feature),Malcolm X,"Marvin Worth and Arnold Perl, Producers",NO
1972,DOCUMENTARY (Feature),Marjoe,"Howard Smith and Sarah Kernochan, Producers",YES
1972,DOCUMENTARY (Feature),Ape and Super-Ape,"Bert Haanstra, Producer",NO
1972,DOCUMENTARY (Feature),The Silent Revolution,"Eckehard Munck, Producer",NO
1972,DOCUMENTARY (Feature),Manson,"Robert Hendrickson and Laurence Merrick, Producers",NO
1972,DOCUMENTARY (Short Subject),The Tide of Traffic,"Humphrey Swingler, Producer",NO
1972,DOCUMENTARY (Short Subject),This Tiny World,"Charles Huguenot van der Linden and Martina Huguenot van der Linden, Producers",YES
1972,DOCUMENTARY (Short Subject),K-Z,"Giorgio Treves, Producer",NO
1972,DOCUMENTARY (Short Subject),Selling Out,"Tadeusz Jaworski, Producer",NO
1972,DOCUMENTARY (Short Subject),Hundertwasser's Rainy Day,"Peter Schamoni, Producer",NO
1972,FILM EDITING,Deliverance,Tom Priestley,NO
1972,FILM EDITING,The Hot Rock,"Frank P. Keller, Fred W. Berger",NO
1972,FILM EDITING,The Poseidon Adventure,Harold F. Kress,NO
1972,FILM EDITING,The Godfather,"William Reynolds, Peter Zinner",NO
1972,FILM EDITING,Cabaret,David Bretherton,YES
1972,FOREIGN LANGUAGE FILM,I Love You Rosa,Israel,NO
1972,FOREIGN LANGUAGE FILM,My Dearest Se&Atilde;&plusmn;orita,Spain,NO
1972,FOREIGN LANGUAGE FILM,The Dawns Here Are Quiet,Union of Soviet Socialist Republics,NO
1972,FOREIGN LANGUAGE FILM,The Discreet Charm of the Bourgeoisie,France,YES
1972,FOREIGN LANGUAGE FILM,The New Land,Sweden,NO
1972,JEAN HERSHOLT HUMANITARIAN AWARD,Rosalind Russell,,YES
1972,MUSIC (Original Dramatic Score),images,John Williams,NO
1972,MUSIC (Original Dramatic Score),The Poseidon Adventure,John Williams,NO
1972,MUSIC (Original Dramatic Score),Napoleon and Samantha,Buddy Baker,NO
1972,MUSIC (Original Dramatic Score),The Godfather,Nino Rota,NO
1972,MUSIC (Original Dramatic Score),Sleuth,John Addison,NO
1972,MUSIC (Original Dramatic Score),Limelight,"Charles Chaplin, Raymond Rasch, Larry Russell",YES
1972,MUSIC (Scoring: Adaptation and Original Song Score),Cabaret,Adaptation Score by Ralph Burns,YES
1972,MUSIC (Scoring: Adaptation and Original Song Score),Lady Sings the Blues,Adaptation Score by Gil Askey,NO
1972,MUSIC (Scoring: Adaptation and Original Song Score),Man of La Mancha,Adaptation Score by Laurence Rosenthal,NO
1972,MUSIC (Song--Original for the Picture),"Ben"" from Ben""",Music by Walter Scharf; Lyrics by Don Black,NO
1972,MUSIC (Song--Original for the Picture),"The Morning After"" from The Poseidon Adventure""",Music and Lyrics by Al Kasha and Joel Hirschhorn,YES
1972,MUSIC (Song--Original for the Picture),"Come Follow, Follow Me"" from The Little Ark""",Music by Fred Karlin; Lyrics by Marsha Karlin,NO
1972,MUSIC (Song--Original for the Picture),"Strange Are the Ways of Love"" from The Stepmother""",Music by Sammy Fain; Lyrics by Paul Francis Webster,NO
1972,MUSIC (Song--Original for the Picture),"Marmalade, Molasses &amp; Honey"" from The Life and Times of Judge Roy Bean""",Music by Maurice Jarre; Lyrics by Marilyn Bergman and Alan Bergman,NO
1972,SHORT SUBJECT (Animated),Tup Tup,"Nedeljko Dragic, Producer",NO
1972,SHORT SUBJECT (Animated),A Christmas Carol,"Richard Williams, Producer",YES
1972,SHORT SUBJECT (Animated),Kama Sutra Rides Again,"Bob Godfrey, Producer",NO
1972,SHORT SUBJECT (Live Action),Solo,"David Adams, Producer",NO
1972,SHORT SUBJECT (Live Action),Norman Rockwell's World...An American Dream,"Richard Barclay, Producer",YES
1972,SHORT SUBJECT (Live Action),Frog Story,"Ron Satlof and Ray Gideon, Producers",NO
1972,SOUND,The Poseidon Adventure,"Theodore Soderberg, Herman Lewis",NO
1972,SOUND,The Candidate,"Richard Portman, Gene Cantamessa",NO
1972,SOUND,Cabaret,"Robert Knudson, David Hildyard",YES
1972,SOUND,Butterflies Are Free,"Arthur Piantadosi, Charles Knight",NO
1972,SOUND,The Godfather,"Bud Grenzbach, Richard Portman, Christopher Newman",NO
1972,SPECIAL ACHIEVEMENT AWARD (Visual Effects),The Poseidon Adventure,"L. B. Abbott, A. D. Flowers",YES
1972,WRITING (Screenplay--based on material from another medium),Pete 'n' Tillie,Julius J. Epstein,NO
1972,WRITING (Screenplay--based on material from another medium),Sounder,"Lonne Elder, III",NO
1972,WRITING (Screenplay--based on material from another medium),The Godfather,"Mario Puzo, Francis Ford Coppola",YES
1972,WRITING (Screenplay--based on material from another medium),Cabaret,Jay Allen,NO
1972,WRITING (Screenplay--based on material from another medium),The Emigrants,"Jan Troell, Bengt Forslund",NO
1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Lady Sings the Blues,"Terence McCloy, Chris Clark, Suzanne de Passe",NO
1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Young Winston,Carl Foreman,NO
1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Murmur of the Heart,Louis Malle,NO
1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),The Candidate,Jeremy Larner,YES
1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),The Discreet Charm of the Bourgeoisie,Story and Screenplay by Luis Bu&Atilde;&plusmn;uel; in collaboration with Jean-Claude Carri&Atilde;&uml;re,NO
1973,ACTOR,Al Pacino,"Serpico {Frank Serpico""}""",NO
1973,ACTOR,Jack Lemmon,"Save the Tiger {Harry Stoner""}""",YES
1973,ACTOR,Robert Redford,"The Sting {Johnny Hooker""}""",NO
1973,ACTOR,Jack Nicholson,"The Last Detail {Signalman First Class Buddusky""}""",NO
1973,ACTOR,Marlon Brando,"Last Tango in Paris {Paul""}""",NO
1973,ACTOR IN A SUPPORTING ROLE,John Houseman,"The Paper Chase {Professor Kingsfield""}""",YES
1973,ACTOR IN A SUPPORTING ROLE,Jack Gilford,"Save the Tiger {Phil Greene""}""",NO
1973,ACTOR IN A SUPPORTING ROLE,Vincent Gardenia,"Bang the Drum Slowly {Dutch Schnell""}""",NO
1973,ACTOR IN A SUPPORTING ROLE,Jason Miller,"The Exorcist {Father Damian Karras""}""",NO
1973,ACTOR IN A SUPPORTING ROLE,Randy Quaid,"The Last Detail {Meadows""}""",NO
1973,ACTRESS,Barbra Streisand,"The Way We Were {Katie Morosky""}""",NO
1973,ACTRESS,Ellen Burstyn,"The Exorcist {Chris MacNeil""}""",NO
1973,ACTRESS,Glenda Jackson,"A Touch of Class {Vicki Allessio""}""",YES
1973,ACTRESS,Marsha Mason,"Cinderella Liberty {Maggie Paul""}""",NO
1973,ACTRESS,Joanne Woodward,"Summer Wishes, Winter Dreams {Rita Walden""}""",NO
1973,ACTRESS IN A SUPPORTING ROLE,Candy Clark,"American Graffiti {Debbie""}""",NO
1973,ACTRESS IN A SUPPORTING ROLE,Tatum O'Neal,"Paper Moon {Addie Loggins""}""",YES
1973,ACTRESS IN A SUPPORTING ROLE,Sylvia Sidney,"Summer Wishes, Winter Dreams {Mrs. Pritchett""}""",NO
1973,ACTRESS IN A SUPPORTING ROLE,Linda Blair,"The Exorcist {Regan MacNeil""}""",NO
1973,ACTRESS IN A SUPPORTING ROLE,Madeline Kahn,"Paper Moon {Trixie Delight""}""",NO
1973,ART DIRECTION,Brother Sun Sister Moon,"Art Direction: Lorenzo Mongiardino, Gianni Quaranta; Set Decoration: Carmelo Patrono",NO
1973,ART DIRECTION,The Sting,Art Direction: Henry Bumstead; Set Decoration: James Payne,YES
1973,ART DIRECTION,The Way We Were,Art Direction: Stephen Grimes; Set Decoration: William Kiernan,NO
1973,ART DIRECTION,Tom Sawyer,Art Direction: Philip Jefferies; Set Decoration: Robert de Vestel,NO
1973,ART DIRECTION,The Exorcist,Art Direction: Bill Malley; Set Decoration: Jerry Wunderlich,NO
1973,BEST PICTURE,A Touch of Class,"Melvin Frank, Producer",NO
1973,BEST PICTURE,The Sting,"Tony Bill, Michael Phillips and Julia Phillips, Producers",YES
1973,BEST PICTURE,The Exorcist,"William Peter Blatty, Producer",NO
1973,BEST PICTURE,American Graffiti,"Francis Ford Coppola, Producer; Gary Kurtz, Co-Producer",NO
1973,BEST PICTURE,Cries and Whispers,"Ingmar Bergman, Producer",NO
1973,CINEMATOGRAPHY,Cries and Whispers,Sven Nykvist,YES
1973,CINEMATOGRAPHY,Jonathan Livingston Seagull,Jack Couffer,NO
1973,CINEMATOGRAPHY,The Way We Were,"Harry Stradling, Jr.",NO
1973,CINEMATOGRAPHY,The Sting,Robert Surtees,NO
1973,CINEMATOGRAPHY,The Exorcist,Owen Roizman,NO
1973,COSTUME DESIGN,Tom Sawyer,Donfeld,NO
1973,COSTUME DESIGN,The Sting,Edith Head,YES
1973,COSTUME DESIGN,Ludwig,Piero Tosi,NO
1973,COSTUME DESIGN,Cries and Whispers,Marik Vos,NO
1973,COSTUME DESIGN,The Way We Were,"Dorothy Jeakins, Moss Mabry",NO
1973,DIRECTING,The Exorcist,William Friedkin,NO
1973,DIRECTING,American Graffiti,George Lucas,NO
1973,DIRECTING,Last Tango in Paris,Bernardo Bertolucci,NO
1973,DIRECTING,Cries and Whispers,Ingmar Bergman,NO
1973,DIRECTING,The Sting,George Roy Hill,YES
1973,DOCUMENTARY (Feature),Always a New Beginning,"John D. Goodell, Producer",NO
1973,DOCUMENTARY (Feature),Battle of Berlin,"Bengt von zur Muehlen, Producer",NO
1973,DOCUMENTARY (Feature),Walls of Fire,"Gertrude Ross Marks and Edmund F. Penney, Producers",NO
1973,DOCUMENTARY (Feature),Journey to the Outer Limits,"Alex Grasshoff, Producer",NO
1973,DOCUMENTARY (Feature),The Great American Cowboy,"Kieth Merrill, Producer",YES
1973,DOCUMENTARY (Short Subject),Background,"Carmen D'Avino, Producer",NO
1973,DOCUMENTARY (Short Subject),Christo's Valley Curtain,"Albert Maysles and David Maysles, Producers",NO
1973,DOCUMENTARY (Short Subject),Four Stones for Kanemitsu,"Terry Sanders and June Wayne, Producers",NO
1973,DOCUMENTARY (Short Subject),Children at Work (Paisti Ag Obair),"Louis Marcus, Producer",NO
1973,DOCUMENTARY (Short Subject),Princeton: A Search for Answers,"Julian Krainin and DeWitt L. Sage, Jr., Producers",YES
1973,FILM EDITING,Jonathan Livingston Seagull,"Frank P. Keller, James Galloway",NO
1973,FILM EDITING,American Graffiti,"Verna Fields, Marcia Lucas",NO
1973,FILM EDITING,The Sting,William Reynolds,YES
1973,FILM EDITING,The Day of the Jackal,Ralph Kemplen,NO
1973,FILM EDITING,The Exorcist,"Jordan Leondopoulos, Bud Smith, Evan Lottman, Norman Gay",NO
1973,FOREIGN LANGUAGE FILM,Turkish Delight,The Netherlands,NO
1973,FOREIGN LANGUAGE FILM,The House on Chelouche Street,Israel,NO
1973,FOREIGN LANGUAGE FILM,Day for Night,France,YES
1973,FOREIGN LANGUAGE FILM,The Pedestrian,West Germany,NO
1973,FOREIGN LANGUAGE FILM,L'Invitation,Switzerland,NO
1973,IRVING G. THALBERG MEMORIAL AWARD,Lawrence Weingarten,,YES
1973,JEAN HERSHOLT HUMANITARIAN AWARD,Lew Wasserman,,YES
1973,MUSIC (Original Dramatic Score),Cinderella Liberty,John Williams,NO
1973,MUSIC (Original Dramatic Score),Papillon,Jerry Goldsmith,NO
1973,MUSIC (Original Dramatic Score),The Day of the Dolphin,Georges Delerue,NO
1973,MUSIC (Original Dramatic Score),A Touch of Class,John Cameron,NO
1973,MUSIC (Original Dramatic Score),The Way We Were,Marvin Hamlisch,YES
1973,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Jesus Christ Superstar,"Adaptation Score by Andre Previn, Herbert Spencer and Andrew Lloyd Webber",NO
1973,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),The Sting,Adaptation Score by Marvin Hamlisch,YES
1973,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Tom Sawyer,Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by John Williams,NO
1973,MUSIC (Song),"Nice To Be Around"" from Cinderella Liberty""",Music by John Williams; Lyrics by Paul Williams,NO
1973,MUSIC (Song),"Love"" from Robin Hood""",Music by George Bruns; Lyrics by Floyd Huddleston,NO
1973,MUSIC (Song),"Live and Let Die"" from Live and Let Die""",Music and Lyrics by Paul McCartney and Linda McCartney,NO
1973,MUSIC (Song),"The Way We Were"" from The Way We Were""",Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,YES
1973,MUSIC (Song),"All That Love Went To Waste"" from A Touch of Class""",Music by George Barrie; Lyrics by Sammy Cahn,NO
1973,SHORT SUBJECT (Animated),The Legend of John Henry,"Nick Bosustow and David Adams, Producers",NO
1973,SHORT SUBJECT (Animated),Pulcinella,"Emanuele Luzzati and Giulio Gianini, Producers",NO
1973,SHORT SUBJECT (Animated),Frank Film,"Frank Mouris, Producer",YES
1973,SHORT SUBJECT (Live Action),Clockmaker,"Richard Gayer, Producer",NO
1973,SHORT SUBJECT (Live Action),The Bolero,"Allan Miller and William Fertik, Producers",YES
1973,SHORT SUBJECT (Live Action),Life Times Nine,"Pen Densham and John Watson, Producers",NO
1973,SOUND,The Day of the Dolphin,"Richard Portman, Lawrence O. Jost",NO
1973,SOUND,The Exorcist,"Robert Knudson, Chris Newman",YES
1973,SOUND,The Sting,"Ronald K. Pierce, Robert Bertrand",NO
1973,SOUND,The Paper Chase,"Donald O. Mitchell, Lawrence O. Jost",NO
1973,SOUND,Paper Moon,"Richard Portman, Les Fresholtz",NO
1973,WRITING (Screenplay--based on material from another medium),Serpico,"Waldo Salt, Norman Wexler",NO
1973,WRITING (Screenplay--based on material from another medium),Paper Moon,Alvin Sargent,NO
1973,WRITING (Screenplay--based on material from another medium),The Paper Chase,James Bridges,NO
1973,WRITING (Screenplay--based on material from another medium),The Exorcist,William Peter Blatty,YES
1973,WRITING (Screenplay--based on material from another medium),The Last Detail,Robert Towne,NO
1973,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Save the Tiger,Steve Shagan,NO
1973,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),A Touch of Class,"Melvin Frank, Jack Rose",NO
1973,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Cries and Whispers,Ingmar Bergman,NO
1973,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),The Sting,David S. Ward,YES
1973,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),American Graffiti,"George Lucas, Gloria Katz, Willard Huyck",NO
1974,ACTOR,Jack Nicholson,"Chinatown {J. J. Gittes""}""",NO
1974,ACTOR,Art Carney,"Harry and Tonto {Harry""}""",YES
1974,ACTOR,Albert Finney,"Murder on the Orient Express {Hercule Poirot""}""",NO
1974,ACTOR,Dustin Hoffman,"Lenny {Lenny Bruce""}""",NO
1974,ACTOR,Al Pacino,"The Godfather Part II {Michael Corleone""}""",NO
1974,ACTOR IN A SUPPORTING ROLE,Fred Astaire,"The Towering Inferno {Harlee Claiborne""}""",NO
1974,ACTOR IN A SUPPORTING ROLE,Lee Strasberg,"The Godfather Part II {Hyman Roth""}""",NO
1974,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,"Thunderbolt and Lightfoot {Lightfoot""}""",NO
1974,ACTOR IN A SUPPORTING ROLE,Michael V. Gazzo,"The Godfather Part II {Frankie Pentangeli""}""",NO
1974,ACTOR IN A SUPPORTING ROLE,Robert De Niro,"The Godfather Part II {Vito Corleone""}""",YES
1974,ACTRESS,Diahann Carroll,"Claudine {Claudine""}""",NO
1974,ACTRESS,Ellen Burstyn,"Alice Doesn't Live Here Anymore {Alice Hyatt""}""",YES
1974,ACTRESS,Faye Dunaway,"Chinatown {Evelyn Cross Mulwray""}""",NO
1974,ACTRESS,Gena Rowlands,"A Woman under the Influence {Mabel Longhetti""}""",NO
1974,ACTRESS,Valerie Perrine,"Lenny {Honey Bruce""}""",NO
1974,ACTRESS IN A SUPPORTING ROLE,Ingrid Bergman,"Murder on the Orient Express {Greta Ohlsson""}""",YES
1974,ACTRESS IN A SUPPORTING ROLE,Diane Ladd,"Alice Doesn't Live Here Anymore {Flo""}""",NO
1974,ACTRESS IN A SUPPORTING ROLE,Madeline Kahn,"Blazing Saddles {Lili Von Shtupp""}""",NO
1974,ACTRESS IN A SUPPORTING ROLE,Valentina Cortese,"Day for Night {Severine""}""",NO
1974,ACTRESS IN A SUPPORTING ROLE,Talia Shire,"The Godfather Part II {Connie Corleone""}""",NO
1974,ART DIRECTION,Earthquake,"Art Direction: Alexander Golitzen, E. Preston Ames; Set Decoration: Frank McKelvy",NO
1974,ART DIRECTION,The Towering Inferno,"Art Direction: William Creber, Ward Preston; Set Decoration: Raphael Bretton",NO
1974,ART DIRECTION,The Island at the Top of the World,"Art Direction: Peter Ellenshaw, John B. Mansbridge, Walter Tyler, Al Roelofs; Set Decoration: Hal Gausman",NO
