2019;Best Actor;Antonio Banderas;Pain and Glory;0;
2019;Best Actor;Leonardo DiCaprio;Once Upon a Time... in Hollywood;0;
2019;Best Actor;Adam Driver;Marriage Story;0;
2019;Best Actor;Joaquin Phoenix;Joker;1;
2019;Best Actor;Jonathan Pryce;The Two Popes;0;
2019;Best Actress;Cynthia Erivo;Harriet;0;
2019;Best Actress;Scarlett Johansson;Marriage Story;0;
2019;Best Actress;Saoirse Ronan;Little Women;0;
2019;Best Actress;Charlize Theron;Bombshell;0;
2019;Best Actress;Renee Zellweger;Judy;1;
2019;Best Supporting Actor;Tom Hanks;A Beautiful Day in the Neighborhood;0;
2019;Best Supporting Actor;Anthony Hopkins;The Two Popes;0;
2019;Best Supporting Actor;Al Pacino;The Irishman;0;
2019;Best Supporting Actor;Joe Pesci;The Irishman;0;
2019;Best Supporting Actor;Brad Pitt;Once Upon a Time... in Hollywood;1;
2019;Best Supporting Actress;Kathy Bates;Richard Jewell;0;
2019;Best Supporting Actress;Laura Dern;Marriage Story;1;
2019;Best Supporting Actress;Scarlett Johansson;Jojo Rabbit;0;
2019;Best Supporting Actress;Florence Pugh;Little Women;0;
2019;Best Supporting Actress;Margot Robbie;Bombshell;0;
2019;Best Cinematography;Rodrigo Prieto;The Irishman;0;
2019;Best Cinematography;Lawrence Sher;Joker;0;
2019;Best Cinematography;Jarin Blaschke;The Lighthouse;0;
2019;Best Cinematography;Roger Deakins;1917;1;
2019;Best Cinematography;Robert Richardson;Once Upon a Time... in Hollywood;0;
2019;Best Director;Martin Scorsese;The Irishman;0;
2019;Best Director;Todd Phillips;Joker;0;
2019;Best Director;Sam Mendes;1917;0;
2019;Best Director;Quentin Tarantino;Once Upon a Time... in Hollywood;0;
2019;Best Director;Bong Joon Ho;Parasite;1;
2019;Best Documentary;;American Factory;1;
2019;Best Documentary;;The Cave;0;
2019;Best Documentary;;The Edge of Democracy;0;
2019;Best Documentary;;For Sama;0;
2019;Best Documentary;;Honeyland;0;
2019;Best Foreign Language Film;;Corpus Christi;0;Poland
2019;Best Foreign Language Film;;Honeyland;0;Macedonia
2019;Best Foreign Language Film;;Les Miserables;0;France
2019;Best Foreign Language Film;;Pain and Glory;0;Spain
2019;Best Foreign Language Film;;Parasite;1;South Korea
2019;Best Picture;;Ford v Ferrari;0;
2019;Best Picture;;The Irishman;0;
2019;Best Picture;;Jojo Rabbit;0;
2019;Best Picture;;Joker;0;
2019;Best Picture;;Little Women;0;
2019;Best Picture;;Marriage Story;0;
2019;Best Picture;;1917;0;
2019;Best Picture;;Once Upon a Time... in Hollywood;0;
2019;Best Picture;;Parasite;1;
2019;Best Adapted Screenplay;Steven Zaillian;The Irishman;0;
2019;Best Adapted Screenplay;Taika Waititi;Jojo Rabbit;1;
2019;Best Adapted Screenplay;Todd Phillips|Scott Silver;Joker;0;
2019;Best Adapted Screenplay;Greta Gerwig;Little Women;0;
2019;Best Adapted Screenplay;Anthony McCarten;The Two Popes;0;
2019;Best Original Screenplay;Rian Johnson;Knives Out;0;
2019;Best Original Screenplay;Noah Baumbach;Marriage Story;0;
2019;Best Original Screenplay;Sam Mendes|Krysty Wilson-Cairns;1917;0;
2019;Best Original Screenplay;Quentin Tarantino;Once Upon a Time... in Hollywood;0;
2019;Best Original Screenplay;Bong Joon Ho|Han Jin Won;Parasite;1;
2019;Best Animated Feature;;How to Train Your Dragon: The Hidden World;0;
2019;Best Animated Feature;;I Lost My Body;0;
2019;Best Animated Feature;;Klaus;0;
2019;Best Animated Feature;;Missing Link;0;
2019;Best Animated Feature;;Toy Story 4;1;
